model-1581380785,1581380818.127,0.54,0.24,0.75,0.2
model-1581380785,1581380818.298,0.64,0.21,0.64,0.24
model-1581380785,1581380818.464,0.7,0.2,0.54,0.25
model-1581380785,1581380818.63,0.65,0.21,0.58,0.26
model-1581380785,1581380818.795,0.69,0.22,0.67,0.22
model-1581380785,1581380818.964,0.64,0.23,0.67,0.22
model-1581380785,1581380819.12,0.63,0.23,0.71,0.22
model-1581380785,1581380819.299,0.63,0.21,0.64,0.23
model-1581380785,1581380819.469,0.66,0.21,0.63,0.23
model-1581380785,1581380819.636,0.71,0.2,0.56,0.24
model-1581380785,1581380819.802,0.59,0.27,0.64,0.23
model-1581380785,1581380819.96,0.72,0.19,0.64,0.23
model-1581380785,1581380820.134,0.61,0.23,0.7,0.19
model-1581380785,1581380820.305,0.77,0.17,0.6,0.24
model-1581380785,1581380820.473,0.56,0.26,0.7,0.2
model-1581380785,1581380820.64,0.55,0.24,0.6,0.22
model-1581380785,1581380820.808,0.64,0.21,0.71,0.2
model-1581380785,1581380820.974,0.66,0.21,0.7,0.2
model-1581380785,1581380821.139,0.68,0.2,0.67,0.21
model-1581380785,1581380821.31,0.73,0.18,0.68,0.2
model-1581380785,1581380821.475,0.64,0.23,0.62,0.24
model-1581380785,1581380821.641,0.67,0.2,0.65,0.23
model-1581380785,1581380821.808,0.65,0.22,0.69,0.21
model-1581380785,1581380821.976,0.67,0.21,0.73,0.19
model-1581380785,1581380822.137,0.65,0.2,0.6,0.24
model-1581380785,1581380822.306,0.69,0.21,0.73,0.19
model-1581380785,1581380822.471,0.72,0.21,0.67,0.22
model-1581380785,1581380822.64,0.63,0.22,0.66,0.21
model-1581380785,1581380822.809,0.69,0.21,0.6,0.21
model-1581380785,1581380822.975,0.64,0.22,0.66,0.21
model-1581380785,1581380823.139,0.6,0.22,0.65,0.21
model-1581380785,1581380823.303,0.68,0.2,0.71,0.22
model-1581380785,1581380823.468,0.7,0.2,0.67,0.21
model-1581380785,1581380823.633,0.68,0.22,0.65,0.22
model-1581380785,1581380823.802,0.72,0.2,0.59,0.22
model-1581380785,1581380823.974,0.65,0.21,0.62,0.23
model-1581380785,1581380824.143,0.68,0.2,0.69,0.19
model-1581380785,1581380824.305,0.63,0.23,0.72,0.18
model-1581380785,1581380824.468,0.62,0.23,0.72,0.2
model-1581380785,1581380824.633,0.69,0.19,0.74,0.18
model-1581380785,1581380824.806,0.72,0.2,0.7,0.19
model-1581380785,1581380824.967,0.6,0.23,0.68,0.2
model-1581380785,1581380825.093,0.77,0.2,0.67,0.21
model-1581380785,1581380825.269,0.83,0.15,0.59,0.23
model-1581380785,1581380825.438,0.69,0.19,0.68,0.21
model-1581380785,1581380825.612,0.71,0.21,0.67,0.21
model-1581380785,1581380825.782,0.66,0.2,0.63,0.23
model-1581380785,1581380825.949,0.7,0.21,0.75,0.18
model-1581380785,1581380826.122,0.7,0.21,0.66,0.21
model-1581380785,1581380826.293,0.7,0.21,0.66,0.23
model-1581380785,1581380826.461,0.63,0.22,0.69,0.19
model-1581380785,1581380826.637,0.7,0.18,0.66,0.23
model-1581380785,1581380826.805,0.75,0.18,0.66,0.23
model-1581380785,1581380826.976,0.74,0.17,0.71,0.19
model-1581380785,1581380827.145,0.71,0.18,0.73,0.19
model-1581380785,1581380827.314,0.69,0.22,0.58,0.24
model-1581380785,1581380827.484,0.63,0.21,0.67,0.21
model-1581380785,1581380827.667,0.61,0.21,0.69,0.22
model-1581380785,1581380827.837,0.74,0.18,0.63,0.23
model-1581380785,1581380828.009,0.61,0.24,0.71,0.19
model-1581380785,1581380828.177,0.73,0.19,0.69,0.21
model-1581380785,1581380828.332,0.67,0.21,0.65,0.23
model-1581380785,1581380828.495,0.72,0.2,0.73,0.18
model-1581380785,1581380828.654,0.76,0.18,0.74,0.19
model-1581380785,1581380828.825,0.72,0.18,0.75,0.18
model-1581380785,1581380828.992,0.61,0.23,0.67,0.23
model-1581380785,1581380829.159,0.65,0.24,0.64,0.22
model-1581380785,1581380829.329,0.65,0.22,0.64,0.2
model-1581380785,1581380829.494,0.72,0.19,0.6,0.24
model-1581380785,1581380829.661,0.68,0.22,0.67,0.21
model-1581380785,1581380829.828,0.61,0.23,0.71,0.2
model-1581380785,1581380829.998,0.75,0.18,0.71,0.2
model-1581380785,1581380830.16,0.76,0.17,0.67,0.21
model-1581380785,1581380830.327,0.66,0.2,0.74,0.19
model-1581380785,1581380830.496,0.68,0.19,0.77,0.17
model-1581380785,1581380830.661,0.71,0.19,0.69,0.19
model-1581380785,1581380830.826,0.76,0.17,0.67,0.21
model-1581380785,1581380830.997,0.67,0.2,0.68,0.19
model-1581380785,1581380831.165,0.72,0.19,0.67,0.21
model-1581380785,1581380831.33,0.72,0.2,0.69,0.2
model-1581380785,1581380831.505,0.72,0.18,0.63,0.22
model-1581380785,1581380831.671,0.56,0.26,0.67,0.21
model-1581380785,1581380831.841,0.6,0.21,0.7,0.2
model-1581380785,1581380832.005,0.68,0.2,0.7,0.2
model-1581380785,1581380832.172,0.76,0.18,0.74,0.18
model-1581380785,1581380832.347,0.78,0.16,0.7,0.21
model-1581380785,1581380832.511,0.76,0.17,0.82,0.14
model-1581380785,1581380832.682,0.69,0.2,0.8,0.15
model-1581380785,1581380832.847,0.72,0.2,0.79,0.16
model-1581380785,1581380833.009,0.73,0.17,0.64,0.24
model-1581380785,1581380833.185,0.73,0.19,0.67,0.21
model-1581380785,1581380833.349,0.7,0.19,0.74,0.19
model-1581380785,1581380833.513,0.76,0.16,0.76,0.19
model-1581380785,1581380833.679,0.78,0.16,0.69,0.21
model-1581380785,1581380833.85,0.65,0.21,0.6,0.25
model-1581380785,1581380834.019,0.7,0.2,0.69,0.2
model-1581380785,1581380834.176,0.67,0.22,0.7,0.21
model-1581380785,1581380834.346,0.71,0.18,0.71,0.18
model-1581380785,1581380834.519,0.63,0.21,0.66,0.23
model-1581380785,1581380834.689,0.73,0.19,0.67,0.2
model-1581380785,1581380834.861,0.74,0.17,0.69,0.19
model-1581380785,1581380835.029,0.69,0.21,0.63,0.21
model-1581380785,1581380835.196,0.68,0.21,0.77,0.16
model-1581380785,1581380835.373,0.72,0.19,0.75,0.19
model-1581380785,1581380835.537,0.7,0.21,0.67,0.21
model-1581380785,1581380835.702,0.72,0.21,0.74,0.18
model-1581380785,1581380835.872,0.67,0.22,0.68,0.2
model-1581380785,1581380836.034,0.69,0.21,0.74,0.18
model-1581380785,1581380836.205,0.72,0.19,0.67,0.2
model-1581380785,1581380836.371,0.7,0.2,0.74,0.19
model-1581380785,1581380836.544,0.76,0.17,0.63,0.22
model-1581380785,1581380836.709,0.61,0.23,0.71,0.18
model-1581380785,1581380836.875,0.64,0.21,0.7,0.21
model-1581380785,1581380837.036,0.69,0.21,0.58,0.23
model-1581380785,1581380837.209,0.68,0.2,0.63,0.21
model-1581380785,1581380837.374,0.74,0.18,0.77,0.16
model-1581380785,1581380837.543,0.61,0.22,0.79,0.18
model-1581380785,1581380837.709,0.7,0.18,0.66,0.21
model-1581380785,1581380837.876,0.76,0.17,0.67,0.21
model-1581380785,1581380838.045,0.73,0.18,0.71,0.2
model-1581380785,1581380838.213,0.7,0.2,0.65,0.22
model-1581380785,1581380838.386,0.75,0.19,0.69,0.2
model-1581380785,1581380838.556,0.78,0.17,0.74,0.18
model-1581380785,1581380838.728,0.69,0.19,0.69,0.19
model-1581380785,1581380838.902,0.73,0.18,0.69,0.19
model-1581380785,1581380839.076,0.73,0.17,0.66,0.22
model-1581380785,1581380839.243,0.66,0.22,0.67,0.21
model-1581380785,1581380839.412,0.75,0.17,0.62,0.21
model-1581380785,1581380839.578,0.69,0.19,0.67,0.2
model-1581380785,1581380839.747,0.75,0.16,0.69,0.2
model-1581380785,1581380839.916,0.75,0.17,0.65,0.21
model-1581380785,1581380840.087,0.73,0.19,0.73,0.19
model-1581380785,1581380840.252,0.68,0.2,0.68,0.2
model-1581380785,1581380840.418,0.68,0.2,0.76,0.16
model-1581380785,1581380840.586,0.75,0.17,0.7,0.17
model-1581380785,1581380840.758,0.76,0.19,0.77,0.17
model-1581380785,1581380840.923,0.67,0.2,0.75,0.17
model-1581380785,1581380841.085,0.71,0.19,0.72,0.18
model-1581380785,1581380841.251,0.65,0.21,0.71,0.19
model-1581380785,1581380841.406,0.76,0.18,0.72,0.18
model-1581380785,1581380841.592,0.74,0.16,0.69,0.2
model-1581380785,1581380841.766,0.8,0.17,0.64,0.21
model-1581380785,1581380841.942,0.7,0.17,0.7,0.19
model-1581380785,1581380842.106,0.74,0.18,0.68,0.22
model-1581380785,1581380842.273,0.73,0.19,0.72,0.18
model-1581380785,1581380842.443,0.66,0.21,0.71,0.19
model-1581380785,1581380842.611,0.72,0.17,0.71,0.19
model-1581380785,1581380842.773,0.72,0.2,0.64,0.22
model-1581380785,1581380842.946,0.74,0.17,0.67,0.21
model-1581380785,1581380843.108,0.72,0.19,0.73,0.17
model-1581380785,1581380843.278,0.79,0.16,0.74,0.17
model-1581380785,1581380843.446,0.7,0.18,0.71,0.18
model-1581380785,1581380843.614,0.75,0.18,0.65,0.2
model-1581380785,1581380843.779,0.73,0.18,0.61,0.25
model-1581380785,1581380843.943,0.71,0.18,0.7,0.19
model-1581380785,1581380844.113,0.78,0.16,0.73,0.16
model-1581380785,1581380844.277,0.79,0.15,0.71,0.19
model-1581380785,1581380844.446,0.78,0.15,0.68,0.2
model-1581380785,1581380844.613,0.63,0.23,0.66,0.2
model-1581380785,1581380844.778,0.76,0.17,0.79,0.15
model-1581380785,1581380844.945,0.69,0.19,0.68,0.21
model-1581380785,1581380845.111,0.7,0.19,0.68,0.21
model-1581380785,1581380845.277,0.69,0.2,0.62,0.21
model-1581380785,1581380845.446,0.7,0.2,0.63,0.21
model-1581380785,1581380845.62,0.75,0.17,0.7,0.19
model-1581380785,1581380845.779,0.78,0.14,0.76,0.16
model-1581380785,1581380845.948,0.78,0.17,0.81,0.15
model-1581380785,1581380846.116,0.8,0.16,0.79,0.17
model-1581380785,1581380846.285,0.77,0.16,0.66,0.2
model-1581380785,1581380846.448,0.77,0.16,0.81,0.16
model-1581380785,1581380846.617,0.67,0.23,0.72,0.2
model-1581380785,1581380846.785,0.76,0.16,0.71,0.19
model-1581380785,1581380846.952,0.69,0.2,0.76,0.16
model-1581380785,1581380847.121,0.77,0.16,0.73,0.16
model-1581380785,1581380847.29,0.69,0.2,0.69,0.21
model-1581380785,1581380847.461,0.8,0.15,0.8,0.13
model-1581380785,1581380847.635,0.79,0.17,0.66,0.19
model-1581380785,1581380847.804,0.74,0.19,0.75,0.18
model-1581380785,1581380847.968,0.73,0.16,0.74,0.2
model-1581380785,1581380848.137,0.7,0.18,0.72,0.19
model-1581380785,1581380848.306,0.67,0.2,0.77,0.17
model-1581380785,1581380848.474,0.75,0.17,0.69,0.2
model-1581380785,1581380848.646,0.74,0.18,0.72,0.18
model-1581380785,1581380848.813,0.71,0.19,0.73,0.18
model-1581380785,1581380848.978,0.71,0.18,0.67,0.2
model-1581380785,1581380849.143,0.69,0.2,0.72,0.18
model-1581380785,1581380849.31,0.73,0.17,0.69,0.21
model-1581380785,1581380849.471,0.86,0.15,0.74,0.18
model-1581380785,1581380849.642,0.74,0.17,0.76,0.16
model-1581380785,1581380849.811,0.75,0.17,0.7,0.2
model-1581380785,1581380849.974,0.79,0.16,0.75,0.16
model-1581380785,1581380850.138,0.74,0.17,0.79,0.16
model-1581380785,1581380850.303,0.74,0.17,0.74,0.19
model-1581380785,1581380850.476,0.75,0.18,0.72,0.18
model-1581380785,1581380850.644,0.77,0.15,0.78,0.17
model-1581380785,1581380850.813,0.6,0.22,0.77,0.17
model-1581380785,1581380850.984,0.76,0.15,0.67,0.19
model-1581380785,1581380851.154,0.68,0.19,0.75,0.18
model-1581380785,1581380851.32,0.81,0.14,0.75,0.21
model-1581380785,1581380851.479,0.81,0.14,0.69,0.2
model-1581380785,1581380851.647,0.77,0.17,0.74,0.19
model-1581380785,1581380851.823,0.69,0.2,0.72,0.18
model-1581380785,1581380851.993,0.76,0.15,0.72,0.19
model-1581380785,1581380852.16,0.73,0.18,0.79,0.13
model-1581380785,1581380852.329,0.78,0.14,0.74,0.21
model-1581380785,1581380852.495,0.71,0.2,0.71,0.19
model-1581380785,1581380852.662,0.73,0.17,0.74,0.17
model-1581380785,1581380852.825,0.73,0.17,0.68,0.2
model-1581380785,1581380852.993,0.63,0.24,0.7,0.19
model-1581380785,1581380853.16,0.68,0.21,0.65,0.2
model-1581380785,1581380853.323,0.7,0.19,0.75,0.17
model-1581380785,1581380853.493,0.65,0.23,0.66,0.2
model-1581380785,1581380853.659,0.74,0.16,0.67,0.2
model-1581380785,1581380853.831,0.81,0.17,0.78,0.16
model-1581380785,1581380853.996,0.75,0.16,0.67,0.2
model-1581380785,1581380854.161,0.79,0.16,0.79,0.14
model-1581380785,1581380854.33,0.65,0.19,0.71,0.17
model-1581380785,1581380854.499,0.72,0.18,0.66,0.21
model-1581380785,1581380854.672,0.77,0.16,0.68,0.2
model-1581380785,1581380854.84,0.69,0.19,0.77,0.16
model-1581380785,1581380855.009,0.77,0.17,0.75,0.16
model-1581380785,1581380855.178,0.69,0.19,0.76,0.16
model-1581380785,1581380855.35,0.73,0.18,0.66,0.19
model-1581380785,1581380855.518,0.7,0.18,0.71,0.19
model-1581380785,1581380855.687,0.74,0.17,0.71,0.17
model-1581380785,1581380855.855,0.73,0.18,0.69,0.19
model-1581380785,1581380856.026,0.74,0.17,0.7,0.19
model-1581380785,1581380856.195,0.76,0.16,0.67,0.22
model-1581380785,1581380856.367,0.76,0.16,0.73,0.19
model-1581380785,1581380856.538,0.8,0.15,0.75,0.16
model-1581380785,1581380856.72,0.75,0.18,0.77,0.17
model-1581380785,1581380856.882,0.71,0.18,0.69,0.19
model-1581380785,1581380857.045,0.66,0.2,0.78,0.17
model-1581380785,1581380857.215,0.71,0.18,0.73,0.17
model-1581380785,1581380857.401,0.76,0.16,0.73,0.18
model-1581380785,1581380857.564,0.7,0.21,0.72,0.17
model-1581380785,1581380857.721,0.79,0.14,0.8,0.15
model-1581380785,1581380857.882,0.82,0.15,0.67,0.21
model-1581380785,1581380858.047,0.79,0.14,0.66,0.21
model-1581380785,1581380858.213,0.68,0.21,0.68,0.22
model-1581380785,1581380858.383,0.68,0.2,0.66,0.2
model-1581380785,1581380858.55,0.81,0.14,0.71,0.18
model-1581380785,1581380858.712,0.8,0.16,0.79,0.2
model-1581380785,1581380858.881,0.71,0.18,0.75,0.18
model-1581380785,1581380859.045,0.75,0.15,0.79,0.16
model-1581380785,1581380859.221,0.72,0.19,0.71,0.19
model-1581380785,1581380859.388,0.71,0.18,0.71,0.2
model-1581380785,1581380859.557,0.72,0.18,0.7,0.19
model-1581380785,1581380859.727,0.82,0.14,0.76,0.17
model-1581380785,1581380859.894,0.7,0.18,0.71,0.2
model-1581380785,1581380860.063,0.71,0.19,0.67,0.21
model-1581380785,1581380860.23,0.67,0.22,0.7,0.2
model-1581380785,1581380860.401,0.72,0.18,0.76,0.17
model-1581380785,1581380860.568,0.77,0.17,0.66,0.22
model-1581380785,1581380860.733,0.67,0.2,0.75,0.17
model-1581380785,1581380860.896,0.76,0.17,0.76,0.18
model-1581380785,1581380861.063,0.74,0.17,0.75,0.17
model-1581380785,1581380861.231,0.82,0.14,0.73,0.16
model-1581380785,1581380861.398,0.73,0.19,0.61,0.24
model-1581380785,1581380861.565,0.75,0.2,0.68,0.22
model-1581380785,1581380861.732,0.63,0.23,0.68,0.21
model-1581380785,1581380861.907,0.74,0.16,0.63,0.22
model-1581380785,1581380862.071,0.72,0.21,0.75,0.16
model-1581380785,1581380862.243,0.62,0.24,0.62,0.23
model-1581380785,1581380862.402,0.81,0.15,0.72,0.18
model-1581380785,1581380862.57,0.73,0.17,0.75,0.18
model-1581380785,1581380862.736,0.74,0.18,0.79,0.17
model-1581380785,1581380862.863,0.81,0.17,0.68,0.21
model-1581380785,1581380863.038,0.81,0.14,0.77,0.18
model-1581380785,1581380863.207,0.81,0.15,0.75,0.18
model-1581380785,1581380863.37,0.75,0.18,0.8,0.15
model-1581380785,1581380863.54,0.76,0.17,0.74,0.17
model-1581380785,1581380863.728,0.79,0.16,0.75,0.17
model-1581380785,1581380863.898,0.79,0.15,0.72,0.18
model-1581380785,1581380864.06,0.76,0.17,0.71,0.19
model-1581380785,1581380864.232,0.76,0.18,0.73,0.19
model-1581380785,1581380864.399,0.76,0.15,0.77,0.15
model-1581380785,1581380864.566,0.77,0.15,0.71,0.19
model-1581380785,1581380864.738,0.81,0.13,0.68,0.19
model-1581380785,1581380864.914,0.76,0.15,0.75,0.18
model-1581380785,1581380865.074,0.78,0.17,0.79,0.15
model-1581380785,1581380865.242,0.8,0.14,0.8,0.14
model-1581380785,1581380865.409,0.75,0.16,0.73,0.18
model-1581380785,1581380865.583,0.81,0.14,0.84,0.13
